VHCL_CRASH_ID,VHCL_VHCL_ID,VHCL_VHCL_CODED_SEQ_NO,VHCL_OWNSHP_CD,VHCL_OWNSHP_SHORT_DESC,VHCL_USE_CD,VHCL_USE_SHORT_DESC,VHCL_TYP_CD,VHCL_TYP_SHORT_DESC,EMRGCY_VHCL_USE_FLG,TRLR_QTY,VHCL_MVMNT_CD,VHCL_MVMNT_SHORT_DESC,VHCL_CMPSS_DIR_FROM_CD,VHCL_CMPSS_DIR_FROM_SHORT_DESC,VHCL_CMPSS_DIR_TO_CD,VHCL_CMPSS_DIR_TO_SHORT_DESC,VHCL_ACTN_CD,VHCL_ACTN_SHORT_DESC,VHCL_CAUSE_1_CD,VHCL_CAUSE_1_SHORT_DESC,VHCL_CAUSE_2_CD,VHCL_CAUSE_2_SHORT_DESC,VHCL_CAUSE_3_CD,VHCL_CAUSE_3_SHORT_DESC,VHCL_EVNT_1_CD,VHCL_EVNT_1_SHORT_DESC,VHCL_EVNT_2_CD,VHCL_EVNT_2_SHORT_DESC,VHCL_EVNT_3_CD,VHCL_EVNT_3_SHORT_DESC,VHCL_SPEED_FLG,VHCL_HIT_RUN_FLG,VHCL_SFTY_EQUIP_USED_QTY,VHCL_SFTY_EQUIP_UNUSED_QTY,VHCL_SFTY_EQUIP_USE_UNKNWN_QTY,VHCL_OCCUP_CNT,STRIKG_VHCL_FLG,PARTIC_CRASH_ID,PARTIC_VHCL_ID,PARTIC_ID,PARTIC_DSPLY_SEQ_NO,PARTIC_VHCL_CODED_SEQ_NO,PARTIC_VHCL_SEQ_NO,PARTIC_TYP_CD,PARTIC_TYP_SHORT_DESC,PARTIC_HIT_RUN_FLG,PUB_EMPL_FLG,SEX_CD,AGE_VAL,DRVR_LIC_STAT_CD,DRVR_LIC_STAT_SHORT_DESC,DRVR_RES_STAT_CD,DRVR_RES_SHORT_DESC,INJ_SVRTY_CD,INJ_SVRTY_SHORT_DESC,SFTY_EQUIP_USE_CD,SFTY_EQUIP_USE_SHORT_DESC,AIRBAG_DEPLOY_IND,PARTIC_MVMNT_CD,PARTIC_MVMNT_SHORT_DESC,PARTIC_CMPSS_DIR_FROM_CD,PARTIC_CMPSS_DIR_FROM_SHORT_DESC,PARTIC_CMPSS_DIR_TO_CD,PARTIC_CMPSS_DIR_TO_SHORT_DESC,NON_MOTRST_LOC_CD,NON_MOTRST_LOC_SHORT_DESC,PARTIC_ACTN_CD,PARTIC_ACTN_SHORT_DESC,PARTIC_ERR_1_CD,PARTIC_ERR_1_SHORT_DESC,PARTIC_ERR_2_CD,PARTIC_ERR_2_SHORT_DESC,PARTIC_ERR_3_CD,PARTIC_ERR_3_SHORT_DESC,PARTIC_CAUSE_1_CD,PARTIC_CAUSE_1_SHORT_DESC,PARTIC_CAUSE_2_CD,PARTIC_CAUSE_2_SHORT_DESC,PARTIC_CAUSE_3_CD,PARTIC_CAUSE_3_SHORT_DESC,PARTIC_EVNT_1_CD,PARTIC_EVNT_1_SHORT_DESC,PARTIC_EVNT_2_CD,PARTIC_EVNT_2_SHORT_DESC,PARTIC_EVNT_3_CD,PARTIC_EVNT_3_SHORT_DESC,BAC_VAL,ALCHL_USE_RPT_IND,DRUG_USE_RPT_IND,MJ_USE_RPT_IND,STRIKG_PARTIC_FLG,CRASH_ERR_LONG_DESC,CAUSE_LONG_DESC,EVNT_LONG_DESC,MVMNT_LONG_DESC,ACTN_LONG_DESC
1548362,2924623,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,5,S,1,N,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1548362,2924623,3338255,2,1,1,1,DRVR,False,False,1,51,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1553135,2933422,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,7,W,1,N,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1553135,2933422,3348069,2,1,1,1,DRVR,False,False,1,29,2,OTH-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,16,INATTENT,27.0,BIKE ROW,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Inattention (Failure to Dim Lights prior to 4/1/97),No cause associated at this level,,Turning Left,Proceed after stopping for a stop sign/flashing red.
1555332,2937480,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,1,N,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1555332,2937480,3352670,1,1,1,1,DRVR,False,False,2,54,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,No action or non-warranted
1575800,2976190,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,1.0,1,STRGHT,3,E,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1575800,2976190,3395924,1,1,1,1,DRVR,False,False,1,63,1,OR-Y,2,OR>25,9,NONE,9,UNK,,,,,,,,,,0,NONE,36,N/PAS ZN,,,,,6,IMP-OVER,,,,,,,,,,,,,,,False,"Passing in ""No Passing"" zone",No cause associated at this level,,Straight Ahead,No action or non-warranted
1560502,2947069,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,8,NW,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1560502,2947069,3363373,1,1,1,1,DRVR,False,False,1,66,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Turning Right,No action or non-warranted
1569585,2964344,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,3,E,5,S,19,ENTR DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1569585,2964344,3382625,1,1,1,1,DRVR,False,False,1,60,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,Entering alley or driveway from street or highway
1555942,2938627,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,1,N,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,2,2,True,1555942,2938627,3353971,1,1,1,1,DRVR,False,False,1,57,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,2,CUT CORN,,,,,8,IMP-TURN,,,,,,,,,,,,0.0,0.0,,False,Cut corner on turn,No cause associated at this level,,Turning Left,No action or non-warranted
1579214,2982636,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,3,E,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1579214,2982636,3403212,1,1,1,1,DRVR,False,False,1,31,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1574954,2974614,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,0,UN,0,UN,0,NONE,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1574954,2974614,3394098,1,1,1,1,DRVR,False,False,1,21,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Straight Ahead,No action or non-warranted
1580337,2984697,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,5,S,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1580337,2984697,3405586,1,1,1,1,DRVR,False,False,2,43,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1554708,2936320,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,,2,TURN-R,1,N,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,3,0,0,3,False,1554708,2936320,3351325,2,1,1,1,DRVR,False,False,2,34,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,86.0,0.0,0.0,,False,No error,No cause associated at this level,,Turning Right,No action or non-warranted
1556465,2939565,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,1,N,7,W,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1556465,2939565,3355005,1,1,1,1,DRVR,False,False,2,52,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,82.0,VEH HID,,,,,86.0,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,Vehicle obscured view,Turning Right,Proceed after stopping for a stop sign/flashing red.
1556465,2939565,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,1,N,7,W,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1556465,2939565,3355005,1,1,1,1,DRVR,False,False,2,52,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,82.0,VEH HID,,,,,86.0,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,Vehicle obscured view,Turning Right,Proceed after stopping for a stop sign/flashing red.
1555028,2936906,1,3,PUBLC,1,POLCE,1,PSNGR CAR,True,0.0,4,U-TURN,8,NW,8,NW,88,OTHER,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1555028,2936906,3352005,1,1,1,1,DRVR,False,True,1,29,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,38,DISTRACT,27,BIKE ROW,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Making a U-Turn,Other action
1579033,2982315,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,,3,TURN-L,1,N,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1579033,2982315,3402828,1,1,1,1,DRVR,False,False,1,31,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,52,CARELESS,27.0,BIKE ROW,,,32,CARELESS,2.0,NO-YIELD,,,,,,,,,,0.0,0.0,,False,Careless driving (per PAR),No cause associated at this level,,Turning Left,No action or non-warranted
1583959,2991505,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,3,E,8,NW,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,1,2,True,1583959,2991505,3413347,1,1,1,1,DRVR,False,False,1,61,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,No action or non-warranted
1565627,2956775,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,5,S,1,N,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1565627,2956775,3374137,1,1,1,1,DRVR,False,False,1,46,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,86.0,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1578720,2981712,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,1,N,5,S,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,0,0,2,2,True,1578720,2981712,3402146,1,1,1,1,DRVR,False,False,2,46,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Straight Ahead,Proceed after stopping for a stop sign/flashing red.
1580349,2984720,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,8,NW,4,SE,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1580349,2984720,3405615,1,1,1,1,DRVR,False,False,2,32,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,51,RECKLESS,,,,,33,RECKLESS,,,,,,,,,,,17.0,1.0,,,False,Reckless driving (per PAR),No cause associated at this level,,Straight Ahead,No action or non-warranted
1580349,2984720,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,8,NW,4,SE,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1580349,2984720,3405615,1,1,1,1,DRVR,False,False,2,32,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,51,RECKLESS,,,,,33,RECKLESS,,,,,,,,,,,17.0,1.0,,,False,Reckless driving (per PAR),No cause associated at this level,,Straight Ahead,No action or non-warranted
1573123,2971144,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,7,W,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1573123,2971144,3390180,1,1,1,1,DRVR,False,False,1,28,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,80,FAIL LN,,,,,10,OTHR-IMP,,,,,,,,,,,,,,,False,Failed to maintain lane,No cause associated at this level,,Straight Ahead,No action or non-warranted
1556565,2939737,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,8,NW,6,SW,16,TRN A/RED,0,NO CODE,,,,,,,,,,,False,False,3,0,0,3,True,1556565,2939737,3355202,1,1,1,1,DRVR,False,False,2,45,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Turning Right,Turned on red after stopping
1543897,2916297,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,6,SW,4,SE,19,ENTR DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1543897,2916297,3329103,1,1,1,1,DRVR,False,False,2,24,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,38,DISTRACT,16,INATTENT,27.0,BIKE ROW,,,27,INATTENT,2.0,NO-YIELD,,,,,,,,,,0.0,0.0,,False,Inattention (Failure to Dim Lights prior to 4/1/97),No cause associated at this level,,Turning Right,Entering alley or driveway from street or highway
1559421,2945025,1,1,PRVTE,0,NONE,9,MTRCYCLE,False,0.0,4,U-TURN,3,E,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1559421,2945025,3361136,1,1,1,1,DRVR,False,False,1,29,1,OR-Y,1,OR<25,4,INJC,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,11.0,IMP BACK,,,2,NO-YIELD,8.0,IMP-TURN,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Making a U-Turn,No action or non-warranted
1573293,2971458,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,1,N,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1573293,2971458,3390533,1,1,1,1,DRVR,False,False,1,74,3,SUSP,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1563733,2953168,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,5,S,1,N,31,PASSING,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1563733,2953168,3370121,1,1,1,1,DRVR,False,False,2,17,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,34,PAS INTR,27.0,BIKE ROW,,,6,IMP-OVER,2.0,NO-YIELD,,,,,,,,,,,,,False,Passing at intersection,No cause associated at this level,,Straight Ahead,Passing situation
1574429,2973624,1,1,PRVTE,0,NONE,4,SEMI TOW,False,1.0,3,TURN-L,8,NW,3,E,18,EXIT DWY,0,NO CODE,,,,,,,,,,,False,False,0,1,0,1,False,1574429,2973624,3392980,2,1,1,1,DRVR,False,False,1,72,1,OR-Y,1,OR<25,9,NONE,0,NONE,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,86.0,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,Entering street or highway from alley or driveway
1573425,2971710,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,1,N,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1573425,2971710,3390824,1,1,1,1,DRVR,False,False,1,63,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,4.0,L IN TRF,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1573520,2971889,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,8,NW,4,SE,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1573520,2971889,3391027,2,1,1,1,DRVR,False,False,2,22,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Straight Ahead,No action or non-warranted
1575167,2974996,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,1,N,5,S,31,PASSING,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1575167,2974996,3394545,1,1,1,1,DRVR,False,False,1,65,1,OR-Y,1,OR<25,9,NONE,9,UNK,0.0,,,,,,,,,0,NONE,34,PAS INTR,,,,,5,LEFT-CTR,,,,,,,,,,,,,,,False,Passing at intersection,No cause associated at this level,,Straight Ahead,Passing situation
1553393,2933916,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,7,W,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1553393,2933916,3348621,1,1,1,1,DRVR,False,False,1,22,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,38,DISTRACT,80,FAIL LN,,,,,27,INATTENT,,,,,3.0,BUG INTF,,,,,,0.0,0.0,,False,Failed to maintain lane,No cause associated at this level,Animal or insect in vehicle interfered with driver,Straight Ahead,No action or non-warranted
1574884,2974485,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,3,E,1,N,18,EXIT DWY,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1574884,2974485,3393947,1,1,1,1,DRVR,False,False,2,41,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,Entering street or highway from alley or driveway
1576513,2977499,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,7,W,5,S,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,False,1576513,2977499,3397388,2,1,1,1,DRVR,False,False,1,29,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,110.0,N-MTR,,,,,86.0,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,Non-motorist struck vehicle,Turning Right,Proceed after stopping for a stop sign/flashing red.
1579164,2982551,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,3,E,1,N,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1579164,2982551,3403111,1,1,1,1,DRVR,False,False,1,22,1,OR-Y,4,N-RES,9,NONE,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,No action or non-warranted
1575969,2976490,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,5,S,4,SE,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1575969,2976490,3396250,1,1,1,1,DRVR,False,False,2,44,2,OTH-Y,4,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,52,CARELESS,,,,,32,CARELESS,,,,,,,,,,,,,,,False,Careless driving (per PAR),No cause associated at this level,,Turning Right,No action or non-warranted
1576641,2977722,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,3,E,1,N,16,TRN A/RED,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1576641,2977722,3397655,1,1,1,1,DRVR,False,False,2,27,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,Turned on red after stopping
1576046,2976642,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,3,E,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1576046,2976642,3396416,1,1,1,1,DRVR,False,False,1,39,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1552569,2932350,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,3,E,1,N,18,EXIT DWY,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1552569,2932350,3346872,1,1,1,1,DRVR,False,False,1,57,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,Entering street or highway from alley or driveway
1588253,2999628,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,3,TURN-L,2,NE,4,SE,0,NONE,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1588253,2999628,3422473,1,1,1,1,DRVR,False,False,1,56,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,86.0,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Left,No action or non-warranted
1575234,2975119,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,5,S,1,N,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1575234,2975119,3394696,1,1,1,1,DRVR,False,False,1,63,1,OR-Y,1,OR<25,3,INJB,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1575352,2975344,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,3,E,7,W,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1575352,2975344,3394937,1,1,1,1,DRVR,False,False,1,22,2,OTH-Y,4,N-RES,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1586548,2996400,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,1,N,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1586548,2996400,3418851,1,1,1,1,DRVR,False,False,1,49,1,OR-Y,1,OR<25,9,NONE,2,BELT,0.0,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,0.0,0.0,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
1571237,2967449,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,1,N,7,W,15,GO A/STOP,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,True,1571237,2967449,3386106,1,1,1,1,DRVR,False,False,2,65,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,16,INATTENT,,,,,27,INATTENT,,,,,,,,,,,,0.0,0.0,,False,Inattention (Failure to Dim Lights prior to 4/1/97),No cause associated at this level,,Turning Right,Proceed after stopping for a stop sign/flashing red.
1560677,2947399,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,1,N,5,S,18,EXIT DWY,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1560677,2947399,3363722,1,1,1,1,DRVR,False,False,1,44,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,52,CARELESS,27.0,BIKE ROW,,,32,CARELESS,2.0,NO-YIELD,,,,,,,,,86.0,0.0,0.0,,False,Careless driving (per PAR),No cause associated at this level,,Straight Ahead,Entering street or highway from alley or driveway
1559403,2944994,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,7,W,6,SW,0,NONE,0,NO CODE,,,,,,,,,,,False,False,0,0,1,1,True,1559403,2944994,3361102,1,1,1,1,DRVR,False,False,2,26,1,OR-Y,1,OR<25,9,NONE,9,UNK,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,,,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,No action or non-warranted
1572373,2969621,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,2,TURN-R,4,SE,3,E,0,NONE,0,NO CODE,,,,,,,,,,,False,False,2,0,0,2,False,1572373,2969621,3388510,2,1,1,1,DRVR,False,False,1,48,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,27,BIKE ROW,,,,,2,NO-YIELD,,,,,,,,,,,,0.0,0.0,,False,Did not have right-of-way over pedalcyclist,No cause associated at this level,,Turning Right,No action or non-warranted
1586989,2997222,1,1,PRVTE,0,NONE,1,PSNGR CAR,False,0.0,1,STRGHT,1,N,5,S,0,NONE,0,NO CODE,,,,,,,,,,,False,False,1,0,0,1,True,1586989,2997222,3419758,1,1,1,1,DRVR,False,False,1,33,1,OR-Y,1,OR<25,9,NONE,2,BELT,,,,,,,,,,0,NONE,0,NONE,,,,,0,NO CODE,,,,,,,,,,,,,,,False,No error,No cause associated at this level,,Straight Ahead,No action or non-warranted
